Year,RegionName,Avg_price
2014,"Akron, OH",801.3333333333334
2014,"Albany, NY",1139.25
2014,"Albuquerque, NM",957.5833333333334
2014,"Allentown, PA",1193
2014,"Atlanta, GA",1130.25
2014,"Augusta, GA",910.5833333333334
2014,"Austin, TX",1234.0833333333333
2014,"Bakersfield, CA",1014.5833333333334
2014,"Baltimore, MD",1443.6666666666667
2014,"Baton Rouge, LA",1119.5
2014,"Birmingham, AL",1028
2014,"Boise City, ID",943.5
2014,"Boston, MA",2209.5833333333335
2014,"Boulder, CO",1507
2014,"Buffalo, NY",877.9090909090909
2014,"Charleston, SC",1189.5833333333333
2014,"Charlotte, NC",1142.25
2014,"Chicago, IL",1522.1666666666667
2014,"Cincinnati, OH",1030.9166666666667
2014,"Cleveland, OH",1095.4166666666667
2014,"Colorado Springs, CO",1083.5833333333333
2014,"Columbus, OH",983.1666666666666
2014,"Dallas-Fort Worth, TX",1199.4166666666667
2014,"Dayton, OH",815.9166666666666
2014,"Daytona Beach, FL",993.1666666666666
2014,"Denver, CO",1283.5
2014,"Des Moines, IA",991.5833333333334
2014,"Detroit, MI",1019.25
2014,"Durham, NC",1184.4166666666667
2014,"El Paso, TX",997.6666666666666
2014,"Fort Collins, CO",1236.8333333333333
2014,"Fort Myers, FL",1169.4166666666667
2014,"Fresno, CA",1140.75
2014,"Gainesville, GA",984.25
2014,"Grand Rapids, MI",868.75
2014,"Greensboro, NC",962.75
2014,"Greenville, SC",966.1666666666666
2014,"Harrisburg, PA",954.3333333333334
2014,"Hartford, CT",1223.9166666666667
2014,"Houston, TX",1227.25
2014,"Indianapolis, IN",999
2014,"Jackson, MS",1097.5
2014,"Jacksonville, FL",1059.25
2014,"Kansas City, MO",940.9166666666666
2014,"Knoxville, TN",978.25
2014,"Lakeland, FL",1054.75
2014,"Las Vegas, NV",1029.25
2014,"Little Rock, AR",818.5
2014,"Los Angeles-Long Beach-Anaheim, CA",1829.3333333333333
2014,"Louisville-Jefferson County, KY",890.6666666666666
2014,"Madison, WI",1119.1666666666667
2014,"Melbourne, FL",1006
2014,"Memphis, TN",1051.0833333333333
2014,"Miami-Fort Lauderdale, FL",1700.5
2014,"Milwaukee, WI",1023.1666666666666
2014,"Minneapolis-St Paul, MN",1238.0833333333333
2014,"Nashville, TN",1184.8333333333333
2014,"New Haven, CT",1225.6666666666667
2014,"New Orleans, LA",1104.5833333333333
2014,"New York, NY",2316.8333333333335
2014,"North Port-Sarasota-Bradenton, FL",1326.9166666666667
2014,"Ogden, UT",957.5
2014,"Oklahoma City, OK",991.9166666666666
2014,"Omaha, NE",890.6666666666666
2014,"Orlando, FL",1196.3333333333333
2014,"Philadelphia, PA",1410.8333333333333
2014,"Phoenix, AZ",1020.25
2014,"Pittsburgh, PA",1036.6666666666667
2014,"Port St. Lucie, FL",1155.75
2014,"Portland, OR",1158.6666666666667
2014,"Providence, RI",1170.5833333333333
2014,"Provo, UT",1002.1666666666666
2014,"Raleigh, NC",1155.9166666666667
2014,"Richmond, VA",1059.090909090909
2014,"Riverside, CA",1467.8333333333333
2014,"Rochester, NY",974.9090909090909
2014,"Sacramento, CA",1260.25
2014,"Salt Lake City, UT",1053.2727272727273
2014,"San Antonio, TX",1000.6666666666666
2014,"San Diego, CA",1675.9166666666667
2014,"San Francisco, CA",2344.5
2014,"San Jose, CA",2320
2014,"Scranton, PA",758.25
2014,"Seattle, WA",1413.4166666666667
2014,"Spokane, WA",899.6666666666666
2014,"Springfield, MA",1245.090909090909
2014,"St. Louis, MO",983.5
2014,"Stamford, CT",1846.5833333333333
2014,"Stockton, CA",1360.5
2014,"Tampa, FL",1158.5833333333333
2014,"Toledo, OH",854.75
2014,"Tucson, AZ",939
2014,"Tulsa, OK",948.8333333333334
2014,United States,1389
2014,"Urban Honolulu, HI",2022.75
2014,"Ventura, CA",2009.9166666666667
2014,"Virginia Beach, VA",1178.0833333333333
2014,"Washington, DC",1863.8333333333333
2014,"Wichita, KS",741.0909090909091
2014,"Winston-Salem, NC",1074.3333333333333
2014,"Worcester, MA",1092.4166666666667
2014,"Youngstown, OH",599.6666666666666
2015,"Akron, OH",836.6666666666666
2015,"Albany, NY",1173.3333333333333
2015,"Albuquerque, NM",978.3333333333334
2015,"Allentown, PA",1218.6666666666667
2015,"Atlanta, GA",1187.1666666666667
2015,"Augusta, GA",920.25
2015,"Austin, TX",1298
2015,"Bakersfield, CA",1044.3333333333333
2015,"Baltimore, MD",1474.6666666666667
2015,"Baton Rouge, LA",1142.75
2015,"Birmingham, AL",1053.3333333333333
2015,"Boise City, ID",993.75
2015,"Boston, MA",2287.6666666666665
2015,"Boulder, CO",1621.6666666666667
2015,"Buffalo, NY",933.0833333333334
2015,"Charleston, SC",1249
2015,"Charlotte, NC",1199.0833333333333
2015,"Chicago, IL",1569.25
2015,"Cincinnati, OH",1073.9166666666667
2015,"Cleveland, OH",1140.5
2015,"Colorado Springs, CO",1140.5833333333333
2015,"Columbus, OH",1022.9166666666666
2015,"Dallas-Fort Worth, TX",1252.1666666666667
2015,"Dayton, OH",839.1666666666666
2015,"Daytona Beach, FL",1060.1666666666667
2015,"Denver, CO",1428.0833333333333
2015,"Des Moines, IA",1013.1666666666666
2015,"Detroit, MI",1051.0833333333333
2015,"Durham, NC",1225.25
2015,"El Paso, TX",1001.5833333333334
2015,"Fort Collins, CO",1317.25
2015,"Fort Myers, FL",1304.6666666666667
2015,"Fresno, CA",1174.25
2015,"Gainesville, GA",1036.25
2015,"Grand Rapids, MI",941.5
2015,"Greensboro, NC",980.75
2015,"Greenville, SC",1010
2015,"Harrisburg, PA",961.75
2015,"Hartford, CT",1253.6666666666667
2015,"Houston, TX",1284
2015,"Indianapolis, IN",1025.4166666666667
2015,"Jackson, MS",1117.0833333333333
2015,"Jacksonville, FL",1088.8333333333333
2015,"Kansas City, MO",978.9166666666666
2015,"Knoxville, TN",1004.0833333333334
2015,"Lakeland, FL",1097.3333333333333
2015,"Las Vegas, NV",1067.0833333333333
2015,"Little Rock, AR",829.5833333333334
2015,"Los Angeles-Long Beach-Anaheim, CA",1956.6666666666667
2015,"Louisville-Jefferson County, KY",926
2015,"Madison, WI",1156.4166666666667
2015,"Melbourne, FL",1081.4166666666667
2015,"Memphis, TN",1071.4166666666667
2015,"Miami-Fort Lauderdale, FL",1800.1666666666667
2015,"Milwaukee, WI",1058
2015,"Minneapolis-St Paul, MN",1281.0833333333333
